drug_name,generic_name,opioid_drug_flag,antibiotic_drug_flag,high_risk_flag,antipsychotic_drug_flag
PHOSLYRA,CALCIUM ACETATE,N,N,N,N 
PHOSPHA 250 NEUTRAL,PHOSPHORUS #1,N,N,N,N 
PHOSPHASAL,MTH/ME BLUE/SOD PHOS/PHEN/HYOS,N,N,N,N 
PHOSPHOLINE IODIDE,ECHOTHIOPHATE IODIDE,N,N,N,N 
PICATO,INGENOL MEBUTATE,N,N,N,N 
PILOCARPINE HCL,PILOCARPINE HCL,N,N,N,N 
PIMOZIDE,PIMOZIDE,N,N,N,Y 
PIMTREA,DESOG-E.ESTRADIOL/E.ESTRADIOL,N,N,N,N 
PINDOLOL,PINDOLOL,N,N,N,N 
PINNACAINE,BENZOCAINE,N,N,N,N 
PIOGLITAZONE HCL,PIOGLITAZONE HCL,N,N,N,N 
PIOGLITAZONE-GLIMEPIRIDE,PIOGLITAZONE HCL/GLIMEPIRIDE,N,N,N,N 
PIOGLITAZONE-METFORMIN,PIOGLITAZONE HCL/METFORMIN HCL,N,N,N,N 
PIPERACILLIN-TAZOBACTAM,PIPERACILLIN SODIUM/TAZOBACTAM,N,Y,N,N 
PIRMELLA,NORETHINDRONE-ETHINYL ESTRAD,N,N,N,N 
PIROXICAM,PIROXICAM,N,N,N,N 
PITOCIN,OXYTOCIN,N,N,N,N 
PLAQUENIL,HYDROXYCHLOROQUINE SULFATE,N,N,N,N 
PLAVIX,CLOPIDOGREL BISULFATE,N,N,N,N 
PLEGRIDY,PEGINTERFERON BETA-1A,N,N,N,N 
PLEGRIDY PEN,PEGINTERFERON BETA-1A,N,N,N,N 
PLETAL,CILOSTAZOL,N,N,N,N 
PNV 29-1,"PRENATAL VIT #76/IRON,CARB/FA",N,N,N,N 
PNV-DHA,PNV COMBO#47/IRON/FA #1/DHA,N,N,N,N 
PNV-FERROUS FUMARATE-DOCU-FA,PNV115/IRON FUMARATE/FA/DSS,N,N,N,N 
PNV-SELECT,PNV W-CA #40/IRON FUM/FA CMB#1,N,N,N,N 
PODOCON-25,PODOPHYLLUM RESIN,N,N,N,N 
PODOFILOX,PODOFILOX,N,N,N,N 
POLYCIN,BACITRACIN/POLYMYXIN B SULFATE,N,N,N,N 
POLYETHYLENE GLYCOL 3350,POLYETHYLENE GLYCOL 3350,N,N,N,N 
POLYMYXIN B SUL-TRIMETHOPRIM,POLYMYXIN B SULF/TRIMETHOPRIM,N,N,N,N 
POLYMYXIN B SULFATE,POLYMYXIN B SULFATE,N,N,N,N 
POLYTRIM,POLYMYXIN B SULF/TRIMETHOPRIM,N,N,N,N 
POMALYST,POMALIDOMIDE,N,N,N,N 
PONSTEL,MEFENAMIC ACID,N,N,N,N 
PORTIA,LEVONORGESTREL-ETHIN ESTRADIOL,N,N,N,N 
POTASS CIT-SOD CIT-CITRIC ACID,SOD/POT/K CIT/SOD CIT/CIT ACID,N,N,N,N 
POTASSIUM ACETATE,POTASSIUM ACETATE,N,N,N,N 
POTASSIUM BICARBONATE,POTASSIUM BICARBONATE/CIT AC,N,N,N,N 
POTASSIUM CHL-NORMAL SALINE,POTASSIUM CHLORIDE IN 0.9%NACL,N,N,N,N 
POTASSIUM CHLORIDE,POT CHLORIDE/POT BICARB/CIT AC,N,N,N,N 
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,N,N,N,N 
POTASSIUM CHLORIDE-NACL,POTASSIUM CHLORIDE-0.45% NACL,N,N,N,N 
POTASSIUM CITRATE ER,POTASSIUM CITRATE,N,N,N,N 
POTASSIUM CITRATE-CITRIC ACID,POTASSIUM CITRATE/CITRIC ACID,N,N,N,N 
POTASSIUM PHOSPHATE,"POTASSIUM PHOS,M-BASIC-D-BASIC",N,N,N,N 
POTIGA,EZOGABINE,N,N,N,N 
PR NATAL 430 EC,"PNV55/IRON BG HC,SUCC-P/FA/OM3",N,N,N,N 
PRADAXA,DABIGATRAN ETEXILATE MESYLATE,N,N,N,N 
PRALUENT PEN,ALIROCUMAB,N,N,N,N 
PRALUENT SYRINGE,ALIROCUMAB,N,N,N,N 
PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DI-HCL,N,N,N,N 
PRAMIPEXOLE ER,PRAMIPEXOLE DI-HCL,N,N,N,N 
PRAMOSONE,HYDROCORTISONE/PRAMOXINE,N,N,N,N 
PRANDIMET,REPAGLINIDE/METFORMIN HCL,N,N,N,N 
PRANDIN,REPAGLINIDE,N,N,N,N 
PRAVACHOL,PRAVASTATIN SODIUM,N,N,N,N 
PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,N,N,N,N 
PRAZOSIN HCL,PRAZOSIN HCL,N,N,N,N 
PRECISION,"SYRING W-NDL,DISP,INSUL,0.3 ML",N,N,N,N 
PRECISION,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
PRECISION,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
PRECOSE,ACARBOSE,N,N,N,N 
PRED FORTE,PREDNISOLONE ACETATE,N,N,N,N 
PRED MILD,PREDNISOLONE ACETATE,N,N,N,N 
PRED-G,GENTAMICIN/PREDNISOL AC,N,N,N,N 
PREDNICARBATE,PREDNICARBATE,N,N,N,N 
PREDNISOLONE,PREDNISOLONE,N,N,N,N 
PREDNISOLONE ACETATE,PREDNISOLONE ACETATE,N,N,N,N 
PREDNISOLONE SODIUM PHOS ODT,PREDNISOLONE SOD PHOSPHATE,N,N,N,N 
PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SOD PHOSPHATE,N,N,N,N 
PREDNISONE,PREDNISONE,N,N,N,N 
PREDNISONE INTENSOL,PREDNISONE,N,N,N,N 
PREFERA OB,PNV#21/IRON PS& HEME POLYP/FA,N,N,N,N 
PREFERA-OB ONE,PNV #19/IRON PS&HEME/FOLIC/DHA,N,N,N,N 
PREFERA-OB PLUS DHA,PNV COMBO #22/IRON/FA/OM3/DHA,N,N,N,N 
PREFEST,ESTRADIOL/NORGESTIMATE,N,N,Y,N 
PREGNYL,"CHORIONIC GONADOTROPIN, HUMAN",N,N,N,N 
PREMARIN,"ESTROGENS, CONJUGATED",N,N,Y,N 
PREMPHASE,"ESTROGEN,CON/M-PROGEST ACET",N,N,Y,N 
PREMPRO,"ESTROGEN,CON/M-PROGEST ACET",N,N,Y,N 
PRENAISSANCE,PNV80/IRON FUMARATE/FA/DSS/DHA,N,N,N,N 
PRENAISSANCE PLUS,"PNV69/IRON,CARBONYL/FA/DSS/DHA",N,N,N,N 
PRENATA,PRENATAL VIT37/IRON/FOLIC ACID,N,N,N,N 
PRENATABS FA,PRENATAL VIT NO.78/IRON/FA,N,N,N,N 
PRENATAL 19,PNV NO.115/IRON FUMARATE/FA,N,N,N,N 
PRENATAL 19,PNV115/IRON FUMARATE/FA/DSS,N,N,N,N 
PRENATAL PLUS,"PNV WITH CA,NO.72/IRON,CARB/FA",N,N,N,N 
PRENATAL PLUS,"PNV WITH CA,NO.72/IRON/FA",N,N,N,N 
PRENATAL VITAMIN PLUS LOW IRON,"PNV WITH CA,NO.72/IRON/FA",N,N,N,N 
PRENATE AM,PRENATAL VIT NO.114/FA/GINGER,N,N,N,N 
PRENATE CHEWABLE,PRENATAL VIT NO.112/FOLIC ACID,N,N,N,N 
PRENATE DHA,PNV #38/IRON FUM/FOLATE/DHA,N,N,N,N 
PRENATE DHA,PNV #78/IRON ASP GLY/FA#1/DHA,N,N,N,N 
PRENATE ELITE,PRENATAL #79/IRON ASP GLY/FA#1,N,N,N,N 
PRENATE ELITE,PRENATAL VIT#36/IRON/FA CMB#6,N,N,N,N 
PRENATE ENHANCE,PRENATAL VIT #68/IRON/FA#6/DHA,N,N,N,N 
PRENATE ESSENTIAL,PNV #35/IRON/FA #6/DHA,N,N,N,N 
PRENATE ESSENTIAL,PRENATAL VIT#84/IRON/FA#1/DHA,N,N,N,N 
PRENATE MINI,PRENATAL VIT NO.44/IRON/FA/DHA,N,N,N,N 
PRENATE MINI,PRENATAL VIT NO.87/IRON/FA/DHA,N,N,N,N 
PRENATE RESTORE,PRENATAL VIT #69/IRON/FA#6/DHA,N,N,N,N 
PREPLUS,"PNV WITH CA,NO.72/IRON/FA",N,N,N,N 
PREPOPIK,SOD PICOSULF/MAG OX/CITRIC AC,N,N,N,N 
PREQUE 10,"PNV 18/FE,CARB/FA/DSS/UBI/DHA",N,N,N,N 
PREVACID,LANSOPRAZOLE,N,N,N,N 
PREVALITE,CHOLESTYRAMINE/ASPARTAME,N,N,N,N 
PREVIDENT,SODIUM FLUORIDE,N,N,N,N 
PREVIDENT 5000,SODIUM FLUORIDE,N,N,N,N 
PREVIDENT 5000 ENAMEL PROTECT,SODIUM FLUORIDE/POTASSIUM NIT,N,N,N,N 
PREVIDENT 5000 PLUS,SODIUM FLUORIDE,N,N,N,N 
PREVIDENT 5000 SENSITIVE,SODIUM FLUORIDE/POTASSIUM NIT,N,N,N,N 
PREVIFEM,NORGESTIMATE-ETHINYL ESTRADIOL,N,N,N,N 
PREVNAR 13,PNEUMOC 13-VAL CONJ-DIP CRM/PF,N,N,N,N 
PREVPAC,LANSOPRAZOLE/AMOXICILN/CLARITH,N,N,N,N 
PREZCOBIX,DARUNAVIR/COBICISTAT,N,N,N,N 
PREZISTA,DARUNAVIR ETHANOLATE,N,N,N,N 
PRIALT,ZICONOTIDE ACETATE,N,N,N,N 
PRIFTIN,RIFAPENTINE,N,N,N,N 
PRILOSEC,OMEPRAZOLE,N,N,N,N 
PRILOSEC,OMEPRAZOLE MAGNESIUM,N,N,N,N 
PRIMAQUINE,PRIMAQUINE PHOSPHATE,N,N,N,N 
PRIMAXIN,IMIPENEM/CILASTATIN SODIUM,N,Y,N,N 
PRIMIDONE,PRIMIDONE,N,N,N,N 
PRIMLEV,OXYCODONE HCL/ACETAMINOPHEN,Y,N,N,N 
PRIMSOL,TRIMETHOPRIM,N,Y,N,N 
PRINIVIL,LISINOPRIL,N,N,N,N 
PRISTIQ ER,DESVENLAFAXINE SUCCINATE,N,N,N,N 
PRIVIGEN,IMMUN GLOB G(IGG)/PRO/IGA 0-50,N,N,N,N 
PROAIR HFA,ALBUTEROL SULFATE,N,N,N,N 
PROAIR RESPICLICK,ALBUTEROL SULFATE,N,N,N,N 
PROBENECID,PROBENECID,N,N,N,N 
PROBENECID-COLCHICINE,COLCHICINE/PROBENECID,N,N,N,N 
PROCALAMINE,AA 3%/ELECTROLYTE-TPN SOLN/GLY,N,N,N,N 
PROCARDIA,NIFEDIPINE,N,N,Y,N 
PROCARDIA XL,NIFEDIPINE,N,N,N,N 
PROCHLORPERAZINE,PROCHLORPERAZINE,N,N,N,N 
PROCHLORPERAZINE EDISYLATE,PROCHLORPERAZINE EDISYLATE,N,N,N,N 
PROCHLORPERAZINE MALEATE,PROCHLORPERAZINE MALEATE,N,N,N,N 
PROCRIT,EPOETIN ALFA,N,N,N,N 
PROCTO-PAK,HYDROCORTISONE,N,N,N,N 
PROCTOCORT,HYDROCORTISONE,N,N,N,N 
PROCTOCREAM-HC,HYDROCORTISONE,N,N,N,N 
PROCTOFOAM-HC,HYDROCORTISONE/PRAMOXINE,N,N,N,N 
PROCTOSOL-HC,HYDROCORTISONE,N,N,N,N 
PROCTOZONE-HC,HYDROCORTISONE,N,N,N,N 
PROCYSBI,CYSTEAMINE BITARTRATE,N,N,N,N 
PRODIGY INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.3 ML",N,N,N,N 
PRODIGY INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
PRODIGY INSULIN SYRINGE,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
PRODIGY PEN NEEDLE,"PEN NEEDLE, DIABETIC",N,N,N,N 
PROGESTERONE,PROGESTERONE,N,N,N,N 
PROGESTERONE,"PROGESTERONE,MICRONIZED",N,N,N,N 
PROGESTERONE IN OIL,PROGESTERONE,N,N,N,N 
PROGLYCEM,DIAZOXIDE,N,N,N,N 
PROGRAF,TACROLIMUS,N,N,N,N 
PROLASTIN C,ALPHA-1-PROTEINASE INHIBITOR,N,N,N,N 
PROLENSA,BROMFENAC SODIUM,N,N,N,N 
PROLEUKIN,ALDESLEUKIN,N,N,N,N 
PROLIA,DENOSUMAB,N,N,N,N 
PROMACTA,ELTROMBOPAG OLAMINE,N,N,N,N 
PROMETHAZINE HCL,PROMETHAZINE HCL,N,N,Y,N 
PROMETHAZINE VC,PHENYLEPHRINE HCL/PROMETH HCL,N,N,Y,N 
PROMETHAZINE VC-CODEINE,PROMETHAZINE/PHENYLEPH/CODEINE,N,N,Y,N 
PROMETHAZINE-CODEINE,PROMETHAZINE HCL/CODEINE,N,N,Y,N 
PROMETHAZINE-DM,PROMETHAZINE/DEXTROMETHORPHAN,N,N,Y,N 
PROMETHAZINE-PHENYLEPHRINE,PHENYLEPHRINE HCL/PROMETH HCL,N,N,Y,N 
PROMETHEGAN,PROMETHAZINE HCL,N,N,Y,N 
PROMETRIUM,"PROGESTERONE,MICRONIZED",N,N,N,N 
PROPAFENONE HCL,PROPAFENONE HCL,N,N,N,N 
PROPAFENONE HCL ER,PROPAFENONE HCL,N,N,N,N 
PROPANTHELINE BROMIDE,PROPANTHELINE BROMIDE,N,N,N,N 
PROPARACAINE HCL,PROPARACAINE HCL,N,N,N,N 
PROPRANOLOL HCL,PROPRANOLOL HCL,N,N,N,N 
PROPRANOLOL HCL ER,PROPRANOLOL HCL,N,N,N,N 
PROPRANOLOL-HYDROCHLOROTHIAZID,PROPRANOLOL/HYDROCHLOROTHIAZID,N,N,N,N 
PROPYLTHIOURACIL,PROPYLTHIOURACIL,N,N,N,N 
PROQUAD,"MEASLES,MUMPS,RUB,VARICELLA/PF",N,N,N,N 
PROSCAR,FINASTERIDE,N,N,N,N 
PROSOL,PARENTERAL AMINO ACID 20% NO.1,N,N,N,N 
PROSTIN VR PEDIATRIC,ALPROSTADIL,N,N,N,N 
PROTONIX,PANTOPRAZOLE SODIUM,N,N,N,N 
PROTONIX IV,PANTOPRAZOLE SODIUM,N,N,N,N 
PROTOPIC,TACROLIMUS,N,N,N,N 
PROTRIPTYLINE HCL,PROTRIPTYLINE HCL,N,N,N,N 
PROVENTIL HFA,ALBUTEROL SULFATE,N,N,N,N 
PROVERA,MEDROXYPROGESTERONE ACETATE,N,N,N,N 
PROVIDA OB,PRENATAL VIT#65/IRON FUM&PS/FA,N,N,N,N 
PROVIGIL,MODAFINIL,N,N,N,N 
PROZAC,FLUOXETINE HCL,N,N,N,N 
PROZAC WEEKLY,FLUOXETINE HCL,N,N,N,N 
PRUDOXIN,DOXEPIN HCL,N,N,N,N 
PSORCON,DIFLORASONE DIACETATE,N,N,N,N 
PULMICORT,BUDESONIDE,N,N,N,N 
PULMICORT FLEXHALER,BUDESONIDE,N,N,N,N 
PULMOZYME,DORNASE ALFA,N,N,N,N 
PYLERA,BISMUTH/METRONID/TETRACYCLINE,N,N,N,N 
PYRAZINAMIDE,PYRAZINAMIDE,N,N,N,N 
PYRIDIUM,PHENAZOPYRIDINE HCL,N,N,N,N 
PYRIDOSTIGMINE BROMIDE,PYRIDOSTIGMINE BROMIDE,N,N,N,N 
PYRIDOSTIGMINE BROMIDE ER,PYRIDOSTIGMINE BROMIDE,N,N,N,N 
QNASL,BECLOMETHASONE DIPROPIONATE,N,N,N,N 
QNASL CHILDREN,BECLOMETHASONE DIPROPIONATE,N,N,N,N 
QROXIN,CAPSAICIN/MENTHOL,N,N,N,N 
QSYMIA,PHENTERMINE/TOPIRAMATE,N,N,N,N 
QUALAQUIN,QUININE SULFATE,N,N,N,N 
QUARTETTE,L-NORGEST/E.ESTRADION-E.ESTRAD,N,N,N,N 
QUASENSE,LEVONORGESTREL-ETHIN ESTRADIOL,N,N,N,N 
QUDEXY XR,TOPIRAMATE,N,N,N,N 
QUESTRAN,CHOLESTYRAMINE (WITH SUGAR),N,N,N,N 
QUESTRAN LIGHT,CHOLESTYRAMINE/ASPARTAME,N,N,N,N 
QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,N,N,N,Y 
QUILLIVANT XR,METHYLPHENIDATE HCL,N,N,N,N 
QUINAPRIL HCL,QUINAPRIL HCL,N,N,N,N 
QUINAPRIL-HYDROCHLOROTHIAZIDE,QUINAPRIL/HYDROCHLOROTHIAZIDE,N,N,N,N 
QUINIDINE GLUCONATE,QUINIDINE GLUCONATE,N,N,N,N 
QUINIDINE SULFATE,QUINIDINE SULFATE,N,N,N,N 
QUININE SULFATE,QUININE SULFATE,N,N,N,N 
QUTENZA,CAPSAICIN/SKIN CLEANSER,N,N,N,N 
QVAR,BECLOMETHASONE DIPROPIONATE,N,N,N,N 
RABAVERT,RABIES VACCINE (PCEC)/PF,N,N,N,N 
RABEPRAZOLE SODIUM,RABEPRAZOLE SODIUM,N,N,N,N 
RAGWITEK,WEED POLLEN-SHORT RAGWEED,N,N,N,N 
RALOXIFENE HCL,RALOXIFENE HCL,N,N,N,N 
RAMIPRIL,RAMIPRIL,N,N,N,N 
RANEXA,RANOLAZINE,N,N,N,N 
RANITIDINE HCL,RANITIDINE HCL,N,N,N,N 
RAPAFLO,SILODOSIN,N,N,N,N 
RAPAMUNE,SIROLIMUS,N,N,N,N 
RASUVO,METHOTREXATE/PF,N,N,N,N 
RAVICTI,GLYCEROL PHENYLBUTYRATE,N,N,N,N 
RAYOS,PREDNISONE,N,N,N,N 
RAZADYNE,GALANTAMINE HBR,N,N,N,N 
RAZADYNE ER,GALANTAMINE HBR,N,N,N,N 
REA LO 40,UREA,N,N,N,N 
REBETOL,RIBAVIRIN,N,N,N,N 
REBIF,INTERFERON BETA-1A/ALBUMIN,N,N,N,N 
REBIF REBIDOSE,INTERFERON BETA-1A/ALBUMIN,N,N,N,N 
RECIPHEXAMINE,LIDOCAINE HCL/MENTHOL,N,N,N,N 
RECLAST,ZOLEDRONIC ACID/MANNITOL&WATER,N,N,N,N 
RECLIPSEN,DESOGESTREL-ETHINYL ESTRADIOL,N,N,N,N 
RECOMBIVAX HB,HEPATITIS B VIRUS VACCINE/PF,N,N,N,N 
RECTIV,NITROGLYCERIN,N,N,N,N 
REGLAN,METOCLOPRAMIDE HCL,N,N,N,N 
REGRANEX,BECAPLERMIN,N,N,N,N 
RELADOR PAK,LIDOCAINE/PRILOCAINE,N,N,N,N 
RELAGESIC,ACETAMINOPHEN/PHENYLTOLX,N,N,N,N 
RELENZA,ZANAMIVIR,N,N,N,N 
RELION PEN NEEDLES,"PEN NEEDLE, DIABETIC",N,N,N,N 
RELISTOR,METHYLNALTREXONE BROMIDE,N,N,N,N 
RELNATE DHA,PNV 11-IRON FUM-FOLIC ACID-OM3,N,N,N,N 
RELPAX,ELETRIPTAN HBR,N,N,N,N 
REMERON,MIRTAZAPINE,N,N,N,N 
REMEVEN,UREA,N,N,N,N 
REMICADE,INFLIXIMAB,N,N,N,N 
REMODULIN,TREPROSTINIL SODIUM,N,N,N,N 
RENA-VITE RX,VIT B CMPLX 3/FA/VIT C/BIOTIN,N,N,N,N 
RENACIDIN,CITRIC ACID/G-LACTONE/MAG CARB,N,N,N,N 
RENAGEL,SEVELAMER HCL,N,N,N,N 
RENAL CAPS,B COMPLEX & C NO.20/FOLIC ACID,N,N,N,N 
RENO CAPS,B COMPLEX & C NO.20/FOLIC ACID,N,N,N,N 
RENVELA,SEVELAMER CARBONATE,N,N,N,N 
REPAGLINIDE,REPAGLINIDE,N,N,N,N 
REPAGLINIDE-METFORMIN HCL,REPAGLINIDE/METFORMIN HCL,N,N,N,N 
REPATHA SURECLICK,EVOLOCUMAB,N,N,N,N 
REPATHA SYRINGE,EVOLOCUMAB,N,N,N,N 
REPREXAIN,HYDROCODONE/IBUPROFEN,Y,N,N,N 
REQUIP,ROPINIROLE HCL,N,N,N,N 
REQUIP XL,ROPINIROLE HCL,N,N,N,N 
RESCRIPTOR,DELAVIRDINE MESYLATE,N,N,N,N 
RESCULA,UNOPROSTONE ISOPROPYL,N,N,N,N 
RESERPINE,RESERPINE,N,N,Y,N 
RESTASIS,CYCLOSPORINE,N,N,N,N 
RESTORIL,TEMAZEPAM,N,N,N,N 
RETIN-A,TRETINOIN,N,N,N,N 
RETIN-A MICRO,TRETINOIN MICROSPHERES,N,N,N,N 
RETIN-A MICRO PUMP,TRETINOIN MICROSPHERES,N,N,N,N 
RETROVIR,ZIDOVUDINE,N,N,N,N 
REVATIO,SILDENAFIL CITRATE,N,N,N,N 
REVLIMID,LENALIDOMIDE,N,N,N,N 
REXULTI,BREXPIPRAZOLE,N,N,N,Y 
REYATAZ,ATAZANAVIR SULFATE,N,N,N,N 
RHEUMATREX,METHOTREXATE SODIUM,N,N,N,N 
RHINOCORT AQUA,BUDESONIDE,N,N,N,N 
RHOGAM ULTRA-FILTERED PLUS,RHO(D) IMMUNE GLOBULIN,N,N,N,N 
RIBASPHERE,RIBAVIRIN,N,N,N,N 
RIBASPHERE RIBAPAK,RIBAVIRIN,N,N,N,N 
RIBAVIRIN,RIBAVIRIN,N,N,N,N 
RIDAURA,AURANOFIN,N,N,N,N 
RIFABUTIN,RIFABUTIN,N,N,N,N 
RIFADIN,RIFAMPIN,N,N,N,N 
RIFAMATE,RIFAMPIN/ISONIAZID,N,N,N,N 
RIFAMPIN,RIFAMPIN,N,N,N,N 
RILUTEK,RILUZOLE,N,N,N,N 
RILUZOLE,RILUZOLE,N,N,N,N 
RIMANTADINE HCL,RIMANTADINE HCL,N,N,N,N 
RIMSO-50,DIMETHYL SULFOXIDE,N,N,N,N 
RINGERS IRRIGATION,RINGERS SOLUTION,N,N,N,N 
RIOMET,METFORMIN HCL,N,N,N,N 
RISEDRONATE SODIUM,RISEDRONATE SODIUM,N,N,N,N 
RISEDRONATE SODIUM DR,RISEDRONATE SODIUM,N,N,N,N 
RISPERDAL,RISPERIDONE,N,N,N,Y 
RISPERDAL CONSTA,RISPERIDONE MICROSPHERES,N,N,N,Y 
RISPERDAL M-TAB,RISPERIDONE,N,N,N,Y 
RISPERIDONE,RISPERIDONE,N,N,N,Y 
RISPERIDONE ODT,RISPERIDONE,N,N,N,Y 
RITALIN,METHYLPHENIDATE HCL,N,N,N,N 
RITALIN LA,METHYLPHENIDATE HCL,N,N,N,N 
RITALIN-SR,METHYLPHENIDATE HCL,N,N,N,N 
RITUXAN,RITUXIMAB,N,N,N,N 
RIVASTIGMINE,RIVASTIGMINE,N,N,N,N 
RIVASTIGMINE,RIVASTIGMINE TARTRATE,N,N,N,N 
RIZATRIPTAN,RIZATRIPTAN BENZOATE,N,N,N,N 
ROBAXIN,METHOCARBAMOL,N,N,Y,N 
ROBAXIN-750,METHOCARBAMOL,N,N,Y,N 
ROBINUL,GLYCOPYRROLATE,N,N,N,N 
ROBINUL FORTE,GLYCOPYRROLATE,N,N,N,N 
ROCALTROL,CALCITRIOL,N,N,N,N 
ROCEPHIN,CEFTRIAXONE SODIUM,N,Y,N,N 
ROPINIROLE ER,ROPINIROLE HCL,N,N,N,N 
ROPINIROLE HCL,ROPINIROLE HCL,N,N,N,N 
ROSADAN,METRONIDAZOLE,N,N,N,N 
ROSADAN,METRONIDAZOLE/SKIN CLEANSR #23,N,N,N,N 
ROWASA,MESALAMINE W/CLEANSING WIPES,N,N,N,N 
ROXICET,OXYCODONE HCL/ACETAMINOPHEN,Y,N,N,N 
ROXICODONE,OXYCODONE HCL,Y,N,N,N 
ROZEREM,RAMELTEON,N,N,N,N 
RUCONEST,"C1 ESTERASE INHIBITOR, RECOMB",N,N,N,N 
RYTARY,CARBIDOPA/LEVODOPA,N,N,N,N 
RYTHMOL,PROPAFENONE HCL,N,N,N,N 
RYTHMOL SR,PROPAFENONE HCL,N,N,N,N 
SABRIL,VIGABATRIN,N,N,N,N 
SAFETYGLIDE INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.3 ML",N,N,N,N 
SAFETYGLIDE INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
SAFETYGLIDE SYRINGE,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
SAFYRAL,DROSPIR/ETH ESTRA/LEVOMEFOL CA,N,N,N,N 
SAIZEN,SOMATROPIN,N,N,N,N 
SALACYN,SALICYLIC ACID,N,N,N,N 
SALAGEN,PILOCARPINE HCL,N,N,N,N 
SALEX,SALICYLIC ACID/CERAMIDE CMB #1,N,N,N,N 
SALICYLIC ACID,SALICYLIC ACID,N,N,N,N 
SALICYLIC ACID,SALICYLIC ACID/CERAMIDE CMB #1,N,N,N,N 
SALSALATE,SALSALATE,N,N,N,N 
SAMSCA,TOLVAPTAN,N,N,N,N 
SANCTURA,TROSPIUM CHLORIDE,N,N,N,N 
SANCTURA XR,TROSPIUM CHLORIDE,N,N,N,N 
SANCUSO,GRANISETRON,N,N,N,N 
SANDIMMUNE,CYCLOSPORINE,N,N,N,N 
SANDOSTATIN,OCTREOTIDE ACETATE,N,N,N,N 
SANDOSTATIN LAR,"OCTREOTIDE ACETATE,MI-SPHERES",N,N,N,N 
SANDOSTATIN LAR DEPOT,"OCTREOTIDE ACETATE,MI-SPHERES",N,N,N,N 
SANTYL,COLLAGENASE CLOSTRIDIUM HIST.,N,N,N,N 
SAPHRIS,ASENAPINE MALEATE,N,N,N,Y 
SARAFEM,FLUOXETINE HCL,N,N,N,N 
SAVAYSA,EDOXABAN TOSYLATE,N,N,N,N 
SAVELLA,MILNACIPRAN HCL,N,N,N,N 
SAXENDA,LIRAGLUTIDE,N,N,N,N 
SE-NATAL 19,PNV NO.118/IRON FUMARATE/FA,N,N,N,N 
SE-NATAL 19,PNV119/IRON FUMARATE/FA/DSS,N,N,N,N 
SE-TAN DHA,PNV NO10/IRON FUM&P/FA/OMEGA-3,N,N,N,N 
SEASONIQUE,L-NORGEST/E.ESTRADION-E.ESTRAD,N,N,N,N 
SECONAL SODIUM,SECOBARBITAL SODIUM,N,N,Y,N 
SECTRAL,ACEBUTOLOL HCL,N,N,N,N 
SELECT-OB,PRENATAL NO.13/IRON PS/FA CB#1,N,N,N,N 
SELECT-OB,PV W-O CAL/IRON PS CPLX/FA,N,N,N,N 
SELECT-OB + DHA,PRENATAL VITS #33/IRON/FA/DHA,N,N,N,N 
SELEGILINE HCL,SELEGILINE HCL,N,N,N,N 
SELENIUM SULFIDE,SELENIUM SULFIDE,N,N,N,N 
SELZENTRY,MARAVIROC,N,N,N,N 
SEMPREX-D,PSEUDOEPHEDRINE HCL/ACRIVAS,N,N,N,N 
SENSIPAR,CINACALCET HCL,N,N,N,N 
SENSORCAINE,BUPIVACAINE HCL,N,N,N,N 
SENSORCAINE-MPF,BUPIVACAINE HCL/PF,N,N,N,N 
SEREVENT DISKUS,SALMETEROL XINAFOATE,N,N,N,N 
SEROQUEL,QUETIAPINE FUMARATE,N,N,N,Y 
SEROQUEL XR,QUETIAPINE FUMARATE,N,N,N,Y 
SEROSTIM,SOMATROPIN,N,N,N,N 
SERTRALINE HCL,SERTRALINE HCL,N,N,N,N 
SEVELAMER CARBONATE,SEVELAMER CARBONATE,N,N,N,N 
SF,SODIUM FLUORIDE,N,N,N,N 
SF 5000 PLUS,SODIUM FLUORIDE,N,N,N,N 
SFROWASA,MESALAMINE,N,N,N,N 
SHAROBEL,NORETHINDRONE,N,N,N,N 
SIGNIFOR,PASIREOTIDE DIASPARTATE,N,N,N,N 
SIGNIFOR LAR,PASIREOTIDE PAMOATE,N,N,N,N 
SILDENAFIL,SILDENAFIL CITRATE,N,N,N,N 
SILENOR,DOXEPIN HCL,N,N,Y,N 
SILVADENE,SILVER SULFADIAZINE,N,N,N,N 
SILVER NITRATE,SILVER NITRATE,N,N,N,N 
